Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6
qNet-vmax-vrest-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570571,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.22010043,0.933649289,0.733333333,-13.02182609,13.98791331,-15.16487767,-0.684155092,12.5602659,17.61732485,1.548433162,3.230190308
qNet-vmax-vrest-max_dv-camax-carest,0.8125,0.4375,0.75,0.927272727,0.682539683,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.545454545,0.6,0.253175222,0.924170616,0.733333333,-17.10215616,12.38761356,-27.39543157,3.567990762,11.08736288,9.742984344,33.07364638,-25.87381517
qNet-vmax-vrest-max_dv-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.85714303,0.333334222,0.727272727,0.5,0.6,0.238042623,0.924170616,0.733333333,-14.39572844,13.42889408,-36.04479026,-3.988273067,0.630195354,8.003725322,-2.015908787,-8.840407139
qNet-vmax-vrest-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.729761905,0.864583333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.615384615,0.6,0.244209233,0.928909953,0.733333333,-16.59499731,14.15893019,-16.53305342,-11.8748825,15.84140086,-23.40467329,25.27626411,47.4849057
qNet-vmax-vrest-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.257018078,0.91943128,0.733333333,-23.13387529,8.613146879,-39.47490126,-3.638542448,9.248691575,7.437525294,-27.02831859,37.4861651
qNet-vmax-APD50-APD90-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.73015873,0.864583333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.230615718,0.928909953,0.733333333,-21.61672647,8.349243557,-33.62150705,5.289945242,-23.57905241,65.0189076,-13.57640011,-20.8273907
qNet-vmax-APD50-APD90-carest-CaTD50,0.8125,0.4375,0.75,0.927272727,0.682539683,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.571428571,0.6,0.250347043,0.928909953,0.733333333,-26.59832683,4.912966772,-36.62453464,11.58532054,-36.36598197,87.06246817,-14.12360338,-24.02012691
qNet-vmax-APD50-max_dv-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.255249218,0.91943128,0.733333333,-15.79349287,13.79502501,-32.41789146,-0.513111027,4.965456515,-4.139601874,12.96097657,-4.838840122
qNet-vmax-APD50-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.254400134,0.924170616,0.733333333,-15.70610836,13.80413511,-29.33141014,-9.910162278,-14.88214681,-18.20197197,25.58897832,36.18831364
qNet-vmax-APD50-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.190475873,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.545454545,0.6,0.263868406,0.91943128,0.733333333,-26.59761935,6.736512448,-43.37561155,-0.509183715,4.034994623,8.461270538,-28.84947172,29.96118017
qNet-vmax-APD50-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.244179377,0.91943128,0.733333333,-20.19148002,10.89873283,-37.59388722,-1.951667522,35.03009056,-19.25242082,4.098909045,-22.83243957
qNet-vmax-APD50-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.84375,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.255911967,0.924170616,0.733333333,-24.70178121,8.666512898,-41.65227874,-9.319004027,-37.76089557,26.4232326,-23.11372772,69.14246326
qNet-vmax-APD90-camax-carest-CaTD50,0.8125,0.4375,0.75,0.927272727,0.666666667,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.440000616,0.80000028,0.333334222,0.666666667,0.571428571,0.6,0.254123426,0.924170616,0.733333333,-29.47459069,2.686577389,-35.38101861,11.78173459,66.33235897,-9.997859581,-12.11308016,-32.45133675
qNet-vmax-APD90-camax-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.24572002,0.924170616,0.733333333,-17.19097049,12.80564546,-27.16361838,4.466978428,5.619584301,15.70559747,-6.054588005,1.357857942
qNet-vmax-APD90-camax-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.248836507,0.924170616,0.733333333,-44.60195664,-12.66540001,-34.64358055,8.793618091,50.80495766,-7.094160663,-56.48436651,62.47454664
qNet-vmax-max_dv-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.243958363,0.91943128,0.733333333,-16.96338715,12.52859399,-38.61315068,-0.551193219,9.176376389,8.230609594,-8.549526988,-9.808927542
